Id,Name,Applications__c,Brand_Name__c,Chemical_Name__c,Applicants__c,Funding_requested_for__c,Stage__c,Pharmaceutical__c,Community_URL__c,Therapeutic_group__c,Application Received date,Last Update date,Days elapsed between application and last update,Days until Seeking Clinical Advice,Days until Under Assessment,Days until Options Compared,Days until Under Consultation,Days until Reviewing Consultation Feedback,Days until Decision,Application Received dates,Seeking Clinical Advice dates,Under Assessment dates,Options Compared dates,Under Consultation dates,Reviewing Consultation Feedback dates,Decision dates,Outcome__c,Summary__c,FDA_ApprovalDate,TGA_ApprovalDate,MedSafe_ApprovalDate
a0R2P000000OciNUAS,Naratriptan,A-00851,,Naratriptan,GlaxoSmithKline,Migraine,Decision,Naratriptan,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptph,Nervous System,1997-09-01 00:00:00,2021-03-15 00:00:00,8596,0,61,395,7975,0,151,1997-09-01:Application received,"1997-09-15:Clinical advice required
1997-11-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Saturday 1 November 1997.
2013-09-01:Clinical advice required
2013-09-20:Clinical advice received from Neurological Subcommittee at meeting Friday 20 September 2013.",1997-11-01:Working to compare options,1998-12-31:The relative ranking of the pharmaceutical application has been completed.,2020-10-01:Public consultation for this application is active.,2020-10-30:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2021-03-15:The funding application has been declined.,Low; No Formal Recommendation,,1998-02-10,1998-06-17,1998-05-14
a0ROZ000009KHyo2AG,Clindamycin vaginal cream,A-01156 A-01157 A-00557,Dalacin V,Clindamycin vaginal cream,"Pfizer, Clinician",Bacterial vaginosis and desquamative inflammatory vaginitis,Under Assessment,Clindamycin vaginal cream (Dalacin V),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptyF,Genito-Urinary System,1997-10-01 00:00:00,2024-11-30 00:00:00,9922,0,7244,-1369,3987,31,,1997-10-01:Application received,"1997-10-01:Clinical advice required
1997-11-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Saturday 1 November 1997.
1998-03-01:Received Additional Information
1998-03-01:Clinical advice required
1998-05-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 1 May 1998.
2017-02-09:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 9 February 2017.
2017-02-24:Clinical advice required
2017-10-31:Clinical advice received from Reproductive and Sexual Health Subcommittee at meeting Monday 10 April 2017.","2017-08-08:Working to compare options
2021-07-20:Working to compare options
2025-06-17:Working to compare options","2013-11-05:The relative ranking of the pharmaceutical application has been completed.
2015-08-27:Received Additional Information
2017-09-06:The relative ranking of the pharmaceutical application has been completed.
2023-09-08:The relative ranking of the pharmaceutical application has been completed.",2024-10-17:Public consultation for this application is active.,2024-11-30:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,,Decline; Decline; Low; High,<p>We received consultation feedback which informed us that several pharmacies currently compound an unfunded clindamycin cream. Based on the feedback received we  decided not to decline this application. We plan to explore the availability/suitability of a compounded pharmacy product.</p>,1970-02-22,,1993-02-04
a0ROZ00000096kX2AQ,Tramadol,A-01500,Tramal,Tramadol,CSL,Pain,Decision,Tramadol (Tramal),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puiF,Nervous System,1997-10-01 00:00:00,2010-03-01 00:00:00,4534,0,,212,3410,,912,1997-10-01:Application received,"1997-10-01:Clinical advice required
1997-11-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Saturday 1 November 1997.
1997-12-01:Clinical advice required
1998-05-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 1 May 1998.
2002-06-01:Clinical advice required
2002-07-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 July 2002.
2002-09-09:Clinical advice received from Analgesic Subcommittee at meeting Monday 9 September 2002.
2003-08-03:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Sunday 3 August 2003.
2006-12-07:Clinical advice received from Analgesic Subcommittee at meeting Thursday 7 December 2006.
2008-05-08:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 8 May 2008.",,1998-05-01:The relative ranking of the pharmaceutical application has been completed.,2007-09-01:Public consultation for this application is active.,,2010-03-01:The funding application has been approved.,No Formal Recommendation; No Formal Recommendation; Deferred; Low to Medium; Recommended for funding with no priority; Medium; High,"PTAC recommended that tramadol be listed under a Special Authority for chronic pain, with applications being made by any medical practitioner.; Tramadol was included in the 21 December 2007 Invitation to Tender (ITT)",1995-03-03,1998-05-18,1997-09-25
a0R2P000000MzKzUAK,Rivastigmine capsules,A-00984 A-00985,Exelon,Rivastigmine capsules,"Novartis, PHARMAC Initiated",Alzheimer's disease,Decision,Rivastigmine capsules (Exelon),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puSM,Nervous System,1997-10-01 00:00:00,2004-01-01 00:00:00,2283,243,1188,91,669,6210,-6118,1997-10-01:Application received,"1998-06-01:Clinical advice required
1998-06-01:Clinical advice received from Neurological Subcommittee at meeting Monday 1 June 1998.
2001-08-23:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 23 August 2001.
2008-06-01:Clinical advice required
2008-07-23:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Wednesday 23 July 2008.
2010-06-21:Clinical advice received from Mental Health Subcommittee at meeting Monday 21 June 2010.
2010-08-05:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 5 August 2010.","2001-09-01:Working to compare options
2008-07-01:Working to compare options","2001-12-01:The relative ranking of the pharmaceutical application has been completed.
2013-11-05:The relative ranking of the pharmaceutical application has been completed.","2003-10-01:Public consultation for this application is active.
2020-10-01:Public consultation for this application is active.",2020-10-30:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,"2004-01-01:The funding application has been declined.
2008-06-01:Received Additional Information
2021-03-15:The funding application has been declined.",Deferred; Low; Low; Cost Neutral; Cost Neutral,,2000-04-21,2000-06-06,2001-10-04
a0R2P000000LmWMUA0,Lamivudine,A-01200,Zeffix,Lamivudine,GlaxoSmithKline,Hepatitis B infection,Decision,Lamivudine (Zeffix),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptwm,Infections - Agents for Systemic Use,1998-04-01 00:00:00,2000-04-01 00:00:00,731,0,395,31,274,,31,1998-04-01:Application received,"1998-04-01:Clinical advice required
1998-05-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 1 May 1998.
1998-09-01:Received Additional Information
1998-09-01:Clinical advice required
1998-11-12:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 12 November 1998.
1999-02-01:Received Additional Information
1999-02-01:Clinical advice required
1999-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 February 1999.
1999-04-01:Received Additional Information
1999-04-01:Clinical advice required
1999-05-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Saturday 1 May 1999.",1999-05-01:Working to compare options,1999-06-01:The relative ranking of the pharmaceutical application has been completed.,2000-03-01:Public consultation for this application is active.,,2000-04-01:The funding application has been Approved.,Decline; Decline; No Formal Recommendation; Recommended for funding with no priority,,1995-11-17,1996-03-13,1998-06-11
a0R2P000000LmZvUAK,Quetiapine,A-01134,"Dr Reddy's Quetiapine,Quetapel,Seroquel",Quetiapine,AstraZeneca,Schizophrenia,Decision,"Quetiapine (Dr Reddy's Quetiapine,Quetapel,Seroquel)",https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puTi,Nervous System,1998-04-01 00:00:00,2001-05-01 00:00:00,1126,61,,457,547,,61,1998-04-01:Application received,"1998-06-01:Clinical advice required
1998-07-01:Clinical advice received from Mental Health Subcommittee at meeting Wednesday 1 July 1998.
1999-02-01:Clinical advice required
1999-02-01:Clinical advice received from Mental Health Subcommittee at meeting Monday 1 February 1999.
1999-05-01:Clinical advice received from Mental Health Subcommittee at meeting Saturday 1 May 1999.
1999-08-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Sunday 1 August 1999.",,1999-09-01:The relative ranking of the pharmaceutical application has been completed.,2001-03-21:Public consultation for this application is active.,,2001-05-01:The funding application has been Approved.,Deferred; No Formal Recommendation; Cost Neutral; High,The Subommittee deferred making a recommendation pending review of further information on long term efficacy and comparisons with other atypical antipsychotic agents.; PTAC reviewed the minutes of the Mental Health Subcommittee&#39;s May 1999 teleconference meeting and considered that access to atypical antipsychotic agents should be given a high priority,1997-09-26,2000-02-03,1997-12-11
a0R2P000000LmeSUAS,Letrozole,A-01159,Femara,Letrozole,Novartis,"Third line treatment of advanced, tamoxifen refractory, breast cancer",Decision,Letrozole (Femara),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptt3,Oncology Agents and Immunosuppressants,1998-04-01 00:00:00,1998-12-01 00:00:00,244,0,,61,153,,30,1998-04-01:Application received,"1998-04-01:Clinical advice required
1998-05-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 1 May 1998.",,1998-06-01:The relative ranking of the pharmaceutical application has been completed.,1998-11-01:Public consultation for this application is active.,,1998-12-01:The funding application has been Approved.,Recommended for funding with no priority,,1997-07-25,1997-10-30,1997-07-03
a0R2P000000LmiKUAS,Olanzapine,A-01123,Zyprexa,Olanzapine,Eli Lilly,Second line treatment for schizophrenia and related psychoses,Decision,Olanzapine (Zyprexa),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puEa,Nervous System,1998-06-01 00:00:00,1998-11-01 00:00:00,153,0,,122,0,,31,1998-06-01:Application received,"1998-06-01:Clinical advice required
1998-07-01:Clinical advice received from Mental Health Subcommittee at meeting Wednesday 1 July 1998.
1998-11-12:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 12 November 1998.",,1998-10-01:The relative ranking of the pharmaceutical application has been completed.,1998-10-01:Public consultation for this application is active.,,1998-11-01:The funding application has been Approved.,High; High,,1996-09-30,1997-03-05,1997-07-03
a0R2P000000PZEBUA4,Levonorgestrel intrauterine system,A-00932 A-00534,Mirena,Levonorgestrel intrauterine system,"Bayer, Clinician",Contraception - long acting reversible contraception,Decision,Levonorgestrel intrauterine system (Mirena),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puk6,Genito-Urinary System,1998-10-01 00:00:00,2019-10-14 00:00:00,7683,123,6940,212,334,31,30,1998-10-01:Application received,"1999-02-25:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 25 February 1999.
1999-05-20:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 20 May 1999.
2009-05-01:Clinical advice received from Hormone and Contraceptive Subcommittee at meeting Friday 1 May 2009.
2009-08-13:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 13 August 2009.
2010-07-01:PHARMAC under Delegated Authority has resolved to list the levonorgestrel implant Jadelle from 1 August 2010, and to approve a contract making Jadelle the sole subsidised Long Acting Reversible Contraceptive (LARC) until 31 December 2013. Because of this decision, no levonorgestrel intrauterine system may be funded until that time. This proposal will remain inactive until the sole supply period draws to a close.
2014-07-28:Clinical advice received from Reproductive and Sexual Health Subcommittee at meeting Monday 28 July 2014.
2014-11-06:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 6 November 2014.
2017-04-10:Clinical advice received from Reproductive and Sexual Health Subcommittee at meeting Monday 10 April 2017.
2018-02-08:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 8 February 2018.",2018-02-14:Working to compare options,2018-09-02:The relative ranking of the pharmaceutical application has been completed.,2019-08-29:Public consultation for this application is active.,2019-09-17:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2019-10-14:The funding application has been approved.,Medium; Medium; High; High; No Formal Recommendation; No Formal Recommendation; High; High,"The Subcommittee recommended the listing of one hormonal Long Acting Reversible Contraception (LARC) on the Community Schedule, and noted that any of the currently available forms of hormonal LARC (including levonorgestrel intrauterine systems) would be acceptable.; PTAC noted and accepted the minutes of the Subcomittee.; The Committee noted and accepted the Subcommittee&#39;s recommendations relating to the levonorgestrel releasing intrauterine system (LIUS), Mirena, and further recommended that an application be submitted to PTAC for all LIUS indications.; <p><span style=""color: rgb(62, 62, 60);"">The Subcommittee recommended that levonorgestrel intrauterine systems (LIUS) be listed on the Pharmaceutical Schedule with a high priority as a contraception option for women of reproductive age who are unable to use (due to contraindications) or tolerate (due to side effects) other LARCs.</span></p>; <p>The Committee recommended that levonorgestrel intrauterine system (LIUS) for contraception be listed with a high priority.</p>",1979-07-26,2000-07-24,1998-04-02
a0R2P000000LmYRUA0,Candesartan cilexetil,A-01167,Atacand,Candesartan cilexetil,AstraZeneca,Hypertension,Decision,Candesartan cilexetil (Atacand),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puWe,Cardiovascular System,1998-11-01 00:00:00,1999-12-01 00:00:00,395,0,,304,0,,91,1998-11-01:Application received,"1998-11-01:Clinical advice required
1999-01-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 1 January 1999.",,1999-09-01:The relative ranking of the pharmaceutical application has been completed.,1999-09-01:Public consultation for this application is active.,,1999-12-01:The funding application has been Approved.,Decline,,1998-06-04,1998-07-29,1998-05-14
a0ROZ000000W2mf2AC,Meloxicam,A-01189,Mobic,Meloxicam,Boehringer Ingelheim,Osteoarthritis and rheumatoid arthritis,Decision,Meloxicam (Mobic),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puU0,Musculoskeletal System,1999-01-01 00:00:00,2003-10-30 00:00:00,1763,0,762,942,0,0,30,1999-01-01:Application received,"1999-01-01:Clinical advice required
1999-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 February 1999.
2001-01-01:Received Additional Information
2001-01-01:Clinical advice required
2001-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 1 February 2001.
2014-08-14:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 14 August 2014.","2001-02-01:Working to compare options
2014-08-14:Working to compare options","2003-09-01:The relative ranking of the pharmaceutical application has been completed.
2014-12-03:The relative ranking of the pharmaceutical application has been completed.
2015-09-01:The relative ranking of the pharmaceutical application has been completed.
2017-06-08:The relative ranking of the pharmaceutical application has been completed.
2023-07-06:The relative ranking of the pharmaceutical application has been completed.","2003-09-01:Public consultation for this application is active.
2023-08-01:Public consultation for this application is active.","2003-09-15:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.
2023-09-02:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.","2003-10-30:The funding application has been declined.
2023-11-07:The funding application has been declined.",Deferred; Medium; Low,"Recommended funding a COX-2 inhibitor, only if it was no more expensive than the weighted combined average daily cost of the currently funded non-steroidal anti-inflammatory drugs (NSAIDs).; <p>The PHARMAC Board approved the listing of the COX-2 inhibitor, celecoxib, from 1 June 2017. Celecoxib was funded without restriction. </p>; <p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">We are proposing to decline this application because s</span>ince this application was received we have funded an alternative medicine, <a href=""https://schedule.pharmac.govt.nz/ScheduleOnline.php?osq=Celecoxib"" target=""_blank"">celecoxib</a> for the treatment of osteoarthritis and rheumatoid arthritis.</p>; This consultation letter proposed to decline three submissions for COX-2 inhibitors, including meloxicam.; The Board resolved to decline the application by Boehringer Ingleheim Limited to list meloxicam (Mobic) on the Pharmaceutical Schedule.",2000-04-13,2001-02-23,1998-07-23
a0R2P000000N6ifUAC,Montelukast Sodium,A-00990,Singulair,Montelukast Sodium,Merck Sharp & Dohme,Asthma - preschool wheeze,Decision,Montelukast Sodium (Singulair),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puDH,Respiratory System and Allergies,1999-01-01 00:00:00,2012-07-01 00:00:00,4930,0,4503,-273,670,,30,1999-01-01:Application received,"1999-01-01:Clinical advice required
1999-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 February 1999.
1999-11-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 November 1999.
2000-11-16:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 16 November 2000.
2004-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Sunday 1 February 2004.
2010-01-01:Clinical advice required
2010-02-05:Clinical advice received from Respiratory Subcommittee at meeting Friday 5 February 2010.
2010-07-05:Clinical advice received from Respiratory Subcommittee at meeting Monday 5 July 2010.
2010-11-04:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 4 November 2010.
2010-11-05:Clinical advice required
2011-05-05:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 5 May 2011.
2020-09-24:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 4 November 2010.",2011-05-01:Working to compare options,"2010-08-25:The relative ranking of the pharmaceutical application has been completed.
2011-11-01:The relative ranking of the pharmaceutical application has been completed.",2012-06-15:Public consultation for this application is active.,,2012-07-01:The funding application has been approved.,No Formal Recommendation; Decline; Recommended for funding with no priority; No Formal Recommendation; No Formal Recommendation; High; No Formal Recommendation; Low to Medium; No Formal Recommendation,,1998-02-20,1998-05-11,1998-04-02
a0ROZ00000096m92AA,Mesalazine 1g suppositories,A-01145,Pentasa,Mesalazine 1g suppositories,Pharmaco (NZ) Ltd,Ulcerative proctitis,Decision,Mesalazine 1g suppositories (Pentasa),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008pua6,Alimentary Tract and Metabolism,1999-01-01 00:00:00,2007-08-31 00:00:00,3164,31,0,486,2617,0,0,1999-01-01:Application received,1999-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 February 1999.,1999-02-01:Working to compare options,2000-06-01:The relative ranking of the pharmaceutical application has been completed.,2007-08-02:Public consultation for this application is active.,2007-08-16:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2007-08-31:The funding application has been approved.,Recommended for funding with no priority,,1993-05-10,2002-05-15,1987-06-18
a0ROZ0000008Zbh2AE,Montelukast,A-00884,Singulair,Montelukast,Merck Sharp & Dohme,Asthma - ICS intolerant,Decision,Montelukast (Singulair),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptst,Respiratory System and Allergies,1999-01-01 00:00:00,2018-02-23 00:00:00,6993,31,,4168,,,2772,1999-01-01:Application received,"1999-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 February 1999.
1999-11-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 November 1999.
2000-11-16:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 16 November 2000.
2004-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Sunday 1 February 2004.
2010-02-05:Clinical advice received from Respiratory Subcommittee at meeting Friday 5 February 2010.
2010-08-05:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 5 August 2010.",,"2010-07-01:The relative ranking of the pharmaceutical application has been completed.
2013-11-05:The relative ranking of the pharmaceutical application has been completed.",,,2018-02-23:The funding application has been approved.,No Formal Recommendation; Decline; Recommended for funding with no priority; High; No Formal Recommendation; No Formal Recommendation,,1998-02-20,1998-05-11,1998-04-02
a0R2P000000N6hyUAC,Montelukast,A-00891,Singulair,Montelukast,Merck Sharp & Dohme,Asthma - exercise induced (EIA),Decision,Montelukast (Singulair),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puPt,Respiratory System and Allergies,1999-01-01 00:00:00,2012-07-01 00:00:00,4930,31,1855,2344,670,,30,1999-01-01:Application received,"1999-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 February 1999.
1999-11-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 November 1999.
2000-11-16:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 16 November 2000.
2004-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Sunday 1 February 2004.
2010-02-05:Clinical advice received from Respiratory Subcommittee at meeting Friday 5 February 2010.
2010-07-05:Clinical advice received from Respiratory Subcommittee at meeting Monday 5 July 2010.
2010-11-04:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 4 November 2010.
2020-09-24:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 4 November 2010.","2004-03-01:Working to compare options
2010-08-19:Working to compare options","2010-08-25:The relative ranking of the pharmaceutical application has been completed.
2011-11-01:The relative ranking of the pharmaceutical application has been completed.",2012-06-15:Public consultation for this application is active.,,2012-07-01:The funding application has been approved.,No Formal Recommendation; Decline; Recommended for funding with no priority; Medium; No Formal Recommendation; Medium; Medium; Medium,,1998-02-20,1998-05-11,1998-04-02
a0R2P000000Ovc6UAC,Paediatric enteral feed 1.5 kcal with fibre RTH  -Nutrini Energy RTH,A-01140,Nutrini Extra,Paediatric enteral feed 1.5 kcal with fibre RTH  -Nutrini Energy RTH,Nutricia,Nutritional supplement,Decision,Paediatric enteral feed 1.5 kcal with fibre RTH  -Nutrini Energy RTH (Nutrini Extra),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puBd,Special Foods,1999-05-01 00:00:00,2001-03-01 00:00:00,670,0,61,1705,-1096,,0,1999-05-01:Application received,"1999-05-01:Clinical advice required
1999-06-01:Clinical advice received from Special Foods Subcommittee at meeting Tuesday 1 June 1999.
1999-08-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Sunday 1 August 1999.
2003-05-01:Clinical advice required
2003-10-01:Clinical advice received from Special Foods Subcommittee at meeting Wednesday 1 October 2003.
2004-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Sunday 1 February 2004.","1999-07-01:Working to compare options
2004-02-01:Working to compare options",2004-03-01:The relative ranking of the pharmaceutical application has been completed.,"2001-03-01:Public consultation for this application is active.
2004-03-01:Public consultation for this application is active.",,"2001-03-01:The funding application has been approved.
2003-05-01:Received Additional Information
2004-04-01:The funding application has been approved.",Low; Low; Medium; Medium,,,2018-04-26,
a0R2P000000LmciUAC,Imiquimod,A-01091,Aldara,Imiquimod,3M Pharmaceuticals,Genital warts,Decision,Imiquimod (Aldara),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008pu8b,Dermatologicals,1999-06-01 00:00:00,2008-08-01 00:00:00,3349,30,,2254,1034,,31,1999-06-01:Application received,"1999-07-01:Clinical advice required
1999-08-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Sunday 1 August 1999.
1999-11-01:Clinical advice required
1999-11-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Monday 1 November 1999.
2000-01-01:Clinical advice required
2000-02-01:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Tuesday 1 February 2000.
2007-04-01:Clinical advice required
2007-05-10:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 10 May 2007.",,2005-09-01:The relative ranking of the pharmaceutical application has been completed.,2008-07-01:Public consultation for this application is active.,,2008-08-01:The funding application has been Approved.,No Formal Recommendation; No Formal Recommendation; No Formal Recommendation; Medium to High,,1997-02-27,1998-08-18,1998-04-02
